employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
11205,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,36,5.0,8,0,0,48,0
469,Technology,region_2,Bachelor's,f,sourcing,1,57,3.0,19,0,0,81,0
44703,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,4.0,9,0,0,51,0
14847,Sales & Marketing,region_20,Bachelor's,m,other,1,28,3.0,3,0,0,48,0
43689,Analytics,region_12,Bachelor's,m,sourcing,2,33,4.0,3,1,0,86,0
72157,Analytics,region_2,Bachelor's,m,sourcing,1,41,3.0,3,0,0,86,0
74579,Operations,region_2,Below Secondary,m,other,2,26,,1,0,0,61,0
51544,Procurement,region_12,Bachelor's,f,other,1,32,5.0,5,0,1,84,1
5128,Operations,region_2,,m,other,1,48,3.0,8,0,0,57,0
37952,Operations,region_26,Master's & above,m,other,1,41,3.0,7,0,0,58,0
39914,Technology,region_2,Master's & above,m,other,1,31,5.0,4,1,0,82,0
74332,Sales & Marketing,region_26,Bachelor's,m,other,1,37,4.0,5,0,0,54,0
42886,Analytics,region_29,Bachelor's,m,other,1,30,1.0,4,0,0,84,0
53988,Finance,region_2,Below Secondary,m,other,1,26,5.0,2,1,0,60,0
49775,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,44,5.0,11,0,0,42,0
66965,Operations,region_7,Bachelor's,f,sourcing,1,44,3.0,10,0,0,60,0
70197,R&D,region_22,Master's & above,m,other,1,30,4.0,2,1,0,96,1
66210,Operations,region_22,Below Secondary,m,other,1,24,3.0,2,0,0,59,0
71008,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1.0,10,0,0,49,0
52132,Technology,region_11,Master's & above,m,other,1,32,3.0,5,0,0,80,0
72604,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,5.0,7,0,0,53,0
66802,Technology,region_7,Below Secondary,f,other,2,24,4.0,3,1,0,78,0
55730,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4.0,15,0,0,64,1
8284,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5.0,5,0,0,60,1
69715,Operations,region_2,,f,other,1,58,4.0,18,1,0,60,0
36117,Technology,region_24,Bachelor's,m,sourcing,1,35,3.0,7,0,0,82,0
56139,Sales & Marketing,region_16,,m,other,1,24,4.0,2,0,0,51,0
15924,Sales & Marketing,region_23,Bachelor's,m,other,1,35,2.0,8,0,0,48,0
41776,Technology,region_23,Bachelor's,m,sourcing,1,31,1.0,2,0,0,81,0
25949,Operations,region_29,Bachelor's,m,other,1,33,3.0,5,0,0,60,0
51509,HR,region_2,Master's & above,f,sourcing,1,44,3.0,14,0,0,47,0
36936,Sales & Marketing,region_28,,m,other,1,24,2.0,2,1,0,52,1
25572,Procurement,region_2,Bachelor's,m,other,2,34,2.0,10,0,0,69,0
11337,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,5.0,2,0,0,54,0
34965,Operations,region_26,Bachelor's,m,other,2,31,3.0,4,0,0,63,0
38318,Procurement,region_19,Bachelor's,m,other,1,32,3.0,8,0,0,69,0
60969,Operations,region_2,Bachelor's,f,other,1,33,5.0,7,1,0,57,0
72765,Operations,region_2,,f,sourcing,1,53,3.0,11,0,0,57,0
16951,Operations,region_22,Bachelor's,m,sourcing,2,37,5.0,4,1,0,57,0
54416,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,5,0,0,49,0
4585,Analytics,region_15,Bachelor's,m,sourcing,1,35,5.0,3,1,0,81,0
64140,Technology,region_11,Bachelor's,m,sourcing,1,32,3.0,4,0,0,80,0
35746,Operations,region_15,Bachelor's,m,sourcing,1,45,3.0,9,0,0,61,0
6587,Procurement,region_13,Bachelor's,m,other,1,29,,1,0,0,69,0
1901,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,3.0,4,0,0,53,0
56849,Technology,region_15,Bachelor's,m,sourcing,2,34,3.0,8,0,0,80,0
56233,Analytics,region_22,Bachelor's,f,other,1,24,,1,1,0,86,0
15844,Operations,region_3,Master's & above,f,other,1,31,5.0,7,1,0,59,0
1497,Sales & Marketing,region_10,Master's & above,f,other,1,37,3.0,6,1,0,47,0
11488,Sales & Marketing,region_7,Master's & above,m,other,1,42,3.0,12,0,0,48,0
59616,Procurement,region_4,Master's & above,m,other,1,40,3.0,6,0,0,72,0
9002,Operations,region_2,Bachelor's,m,sourcing,1,37,5.0,5,1,0,64,0
63753,Operations,region_22,Bachelor's,m,other,1,50,3.0,8,0,0,57,0
9192,Operations,region_21,Bachelor's,m,other,1,28,,1,0,0,61,0
30143,HR,region_2,Master's & above,f,referred,1,57,3.0,13,0,0,53,0
23360,Sales & Marketing,region_28,Master's & above,m,other,2,42,2.0,10,0,0,46,0
53301,Operations,region_2,Master's & above,m,sourcing,1,34,3.0,8,0,0,61,0
29073,Operations,region_2,Bachelor's,f,sourcing,1,34,5.0,8,1,0,54,0
36460,Operations,region_13,Bachelor's,m,other,1,29,,1,0,0,62,0
3171,Operations,region_4,Master's & above,f,referred,1,32,4.0,7,1,0,59,0
55062,Operations,region_7,Bachelor's,f,sourcing,1,27,5.0,2,0,0,61,0
64798,Analytics,region_22,Bachelor's,m,other,3,30,,1,1,0,83,0
7908,Technology,region_33,Master's & above,m,other,1,46,3.0,17,0,0,83,0
70048,Sales & Marketing,region_1,Master's & above,m,other,1,37,3.0,10,1,0,49,1
63757,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,4.0,13,0,0,52,0
19046,Technology,region_2,Bachelor's,m,other,1,40,5.0,12,1,0,84,0
37427,Technology,region_20,Bachelor's,m,other,1,32,3.0,6,0,0,73,0
58138,Sales & Marketing,region_20,Bachelor's,m,other,1,33,1.0,7,0,0,48,0
68064,Procurement,region_23,Bachelor's,f,other,1,35,3.0,6,0,0,66,0
6711,Sales & Marketing,region_6,,m,sourcing,1,23,3.0,2,0,0,51,0
51002,Analytics,region_15,Master's & above,m,other,1,32,3.0,4,0,0,86,0
5132,Operations,region_2,Bachelor's,m,sourcing,4,31,3.0,6,0,0,59,0
15801,Operations,region_26,Bachelor's,f,other,1,40,4.0,13,0,0,60,0
47265,Procurement,region_2,Master's & above,m,other,1,43,2.0,7,0,0,70,0
26798,Operations,region_32,Master's & above,m,other,1,38,3.0,6,0,0,60,0
72203,Sales & Marketing,region_7,Bachelor's,m,other,1,36,5.0,8,0,0,49,0
46862,Procurement,region_7,Master's & above,m,other,1,49,5.0,20,1,0,65,0
75629,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,32,1.0,4,0,0,50,0
10452,Analytics,region_2,Bachelor's,m,other,2,26,3.0,2,0,0,91,0
37017,Analytics,region_7,Bachelor's,m,sourcing,1,55,3.0,18,0,0,87,0
76427,HR,region_22,Master's & above,f,other,1,35,3.0,5,0,0,50,0
46925,Operations,region_9,Master's & above,f,other,1,36,4.0,6,1,0,59,0
43828,Sales & Marketing,region_30,Bachelor's,m,other,1,29,5.0,4,1,0,45,0
58383,Procurement,region_4,Bachelor's,m,other,1,46,3.0,19,1,0,72,0
20660,R&D,region_27,Bachelor's,m,sourcing,2,30,3.0,4,0,0,84,0
46166,Sales & Marketing,region_2,Bachelor's,m,other,1,51,5.0,19,0,0,40,0
11123,Sales & Marketing,region_29,Master's & above,m,other,1,37,3.0,7,0,0,54,0
67946,Analytics,region_32,,m,other,1,27,3.0,2,0,0,88,0
41763,Sales & Marketing,region_26,,m,other,1,43,1.0,4,0,0,49,0
40628,HR,region_32,Bachelor's,f,other,1,31,3.0,7,0,0,51,0
61482,Operations,region_7,Master's & above,f,sourcing,2,38,4.0,9,1,0,65,0
63083,Sales & Marketing,region_2,Master's & above,f,other,1,43,1.0,10,0,0,45,0
33789,Technology,region_7,Bachelor's,m,sourcing,3,29,3.0,4,0,0,81,0
3540,Technology,region_22,Master's & above,f,sourcing,1,30,3.0,2,0,0,79,0
51292,HR,region_2,Bachelor's,f,other,1,49,5.0,22,1,0,50,0
137,Analytics,region_7,Master's & above,m,other,1,49,4.0,5,0,0,90,0
73204,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,2.0,5,0,0,48,0
73753,Procurement,region_10,Master's & above,m,sourcing,1,33,1.0,3,0,0,71,0
49737,Sales & Marketing,region_22,Master's & above,m,other,3,52,3.0,25,0,0,49,0
22462,Sales & Marketing,region_32,Bachelor's,f,other,1,29,,1,0,0,53,0
36905,Operations,region_7,Bachelor's,m,other,1,37,3.0,11,0,0,56,0
16004,Finance,region_22,Below Secondary,m,other,1,25,3.0,3,0,0,61,0
10002,HR,region_2,Below Secondary,m,sourcing,1,24,,1,1,0,52,0
43176,Technology,region_7,Master's & above,f,referred,1,37,4.0,13,0,0,79,0
12538,Operations,region_14,Bachelor's,m,other,1,35,5.0,10,1,0,59,1
56140,Technology,region_13,Bachelor's,f,other,1,33,3.0,4,1,0,76,1
71196,Procurement,region_2,Bachelor's,f,sourcing,1,33,5.0,9,1,0,71,0
57893,Technology,region_2,Bachelor's,f,other,1,59,3.0,28,0,0,78,0
5640,Analytics,region_2,Bachelor's,m,sourcing,1,29,,1,0,0,88,0
41208,Operations,region_2,Bachelor's,f,other,1,38,2.0,8,0,0,59,0
55857,Operations,region_2,Bachelor's,m,sourcing,1,48,4.0,13,0,0,57,0
27907,Legal,region_11,Bachelor's,m,other,1,31,3.0,1,1,0,62,0
5933,Technology,region_5,Master's & above,f,sourcing,1,32,1.0,5,0,0,77,0
44678,Procurement,region_22,Bachelor's,m,other,3,24,3.0,2,0,0,63,0
48266,Technology,region_7,Master's & above,m,sourcing,2,37,5.0,5,1,0,77,0
46639,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,5.0,8,1,0,46,1
21523,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,2,0,0,48,0
32437,Operations,region_2,Bachelor's,m,sourcing,2,45,3.0,5,1,1,61,0
65689,Sales & Marketing,region_2,Bachelor's,m,other,1,57,5.0,6,0,0,45,0
73819,Operations,region_15,Master's & above,m,other,2,39,2.0,8,0,0,59,0
74019,Procurement,region_2,Master's & above,m,sourcing,1,42,1.0,4,0,0,70,0
76698,Operations,region_7,Bachelor's,f,other,1,45,3.0,4,0,1,65,1
70387,Operations,region_30,Master's & above,m,sourcing,1,41,3.0,3,1,0,61,0
56162,Technology,region_27,Master's & above,f,sourcing,1,41,1.0,11,0,0,74,0
26260,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,1.0,7,0,0,50,0
53188,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,47,5.0,18,0,0,52,0
34074,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,5.0,7,1,0,51,0
38934,Operations,region_22,Master's & above,f,sourcing,1,48,3.0,15,0,0,69,1
39799,Operations,region_15,Bachelor's,m,other,1,34,4.0,3,0,0,60,0
40775,Sales & Marketing,region_1,Master's & above,m,other,1,35,5.0,4,1,0,47,0
41928,Analytics,region_1,Master's & above,m,sourcing,1,35,5.0,4,1,0,84,0
31364,Technology,region_15,Bachelor's,f,sourcing,2,26,3.0,2,0,0,79,0
25351,Sales & Marketing,region_14,Master's & above,m,sourcing,1,45,3.0,17,0,0,49,0
72690,Sales & Marketing,region_9,Master's & above,f,sourcing,1,31,3.0,1,0,0,54,0
11666,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,5.0,7,0,0,49,0
10167,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,1.0,5,0,0,50,0
43399,Operations,region_2,Bachelor's,f,other,1,60,5.0,4,1,0,56,0
72916,Operations,region_27,Bachelor's,m,other,1,44,5.0,11,1,0,55,0
19440,Technology,region_22,Master's & above,m,sourcing,3,35,3.0,3,0,0,86,0
55444,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,33,2.0,6,0,0,52,0
10360,Operations,region_6,Bachelor's,m,sourcing,1,38,4.0,8,1,0,55,0
66637,Technology,region_22,Master's & above,m,sourcing,1,39,3.0,5,0,0,80,0
63026,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3.0,2,0,0,50,0
53981,Operations,region_5,Bachelor's,m,sourcing,1,31,,1,1,0,65,0
66248,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,57,4.0,3,0,0,50,0
73279,Sales & Marketing,region_2,Bachelor's,f,other,1,34,1.0,7,0,0,50,0
57365,Operations,region_2,Bachelor's,m,other,1,38,3.0,4,1,0,66,0
36691,Sales & Marketing,region_14,,m,other,1,24,,1,1,0,55,0
31987,Procurement,region_17,Master's & above,m,other,1,45,3.0,16,0,0,87,1
73265,Sales & Marketing,region_1,Master's & above,m,other,1,40,1.0,11,0,0,53,0
62530,Procurement,region_32,Bachelor's,m,other,2,32,3.0,3,0,0,70,0
52716,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,29,3.0,2,0,0,48,0
12930,Finance,region_2,Bachelor's,f,other,1,39,4.0,11,0,0,59,0
70371,Analytics,region_13,Bachelor's,m,sourcing,1,32,3.0,7,0,0,80,0
32774,Operations,region_2,Master's & above,m,other,2,57,4.0,7,1,0,58,0
78119,Procurement,region_11,Bachelor's,f,other,1,36,3.0,4,1,0,72,0
50338,Sales & Marketing,region_2,Bachelor's,m,other,1,34,1.0,5,0,0,46,0
64630,HR,region_22,Master's & above,f,other,1,33,5.0,7,1,0,50,0
1830,Technology,region_2,Master's & above,m,sourcing,1,39,2.0,4,1,0,81,0
60743,Finance,region_15,Bachelor's,f,sourcing,2,32,4.0,8,0,0,59,0
77734,Technology,region_2,Bachelor's,m,referred,1,31,3.0,6,0,0,77,0
51440,Sales & Marketing,region_22,Bachelor's,m,other,1,31,1.0,7,1,0,52,0
58579,Procurement,region_22,Bachelor's,f,other,1,25,3.0,3,0,0,68,0
38123,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,43,5.0,4,1,0,50,0
57033,Operations,region_2,Bachelor's,m,sourcing,1,25,,1,0,0,65,0
42513,Procurement,region_2,Master's & above,f,other,1,50,1.0,16,0,0,68,0
29146,Operations,region_22,Master's & above,m,other,3,32,3.0,4,1,0,64,1
72935,Finance,region_32,Bachelor's,m,sourcing,1,28,3.0,2,0,0,59,0
16889,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1.0,5,0,0,51,0
6181,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,5.0,5,0,0,49,0
9025,Operations,region_16,Bachelor's,m,other,1,30,5.0,4,0,0,55,0
65024,Operations,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,0,74,1
61874,Procurement,region_7,Master's & above,m,sourcing,2,46,4.0,19,1,0,70,0
30900,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,35,4.0,10,1,0,50,1
44381,Operations,region_7,Bachelor's,m,other,1,33,5.0,8,1,0,59,1
805,Operations,region_22,Bachelor's,m,sourcing,1,30,4.0,4,0,0,59,0
10468,Procurement,region_7,Bachelor's,m,sourcing,2,33,5.0,4,1,0,71,0
54127,Sales & Marketing,region_13,Bachelor's,m,other,1,28,4.0,5,0,0,52,0
63027,Technology,region_24,Master's & above,m,other,1,38,3.0,8,0,0,84,0
26944,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,34,2.0,7,1,0,49,1
6788,Sales & Marketing,region_2,,f,other,2,40,,1,1,0,51,0
51318,Procurement,region_31,Bachelor's,f,sourcing,2,30,3.0,5,0,0,73,0
30551,Operations,region_12,Bachelor's,f,sourcing,1,29,2.0,7,0,0,60,0
74141,R&D,region_26,Bachelor's,m,sourcing,1,30,3.0,3,0,0,83,0
16399,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4.0,10,0,0,50,0
10389,Operations,region_7,Bachelor's,m,other,3,40,3.0,11,0,0,60,0
15369,Analytics,region_22,,f,other,1,29,4.0,5,0,0,86,0
41337,HR,region_2,Master's & above,f,sourcing,1,53,4.0,25,0,0,47,0
633,Sales & Marketing,region_17,Bachelor's,f,sourcing,1,26,3.0,2,0,0,49,0
30155,Analytics,region_32,Bachelor's,m,other,2,28,,1,0,0,82,0
59337,Analytics,region_22,Master's & above,m,sourcing,1,26,,1,1,0,84,0
3968,Procurement,region_10,Bachelor's,m,other,1,28,3.0,4,0,0,65,0
1709,HR,region_7,Bachelor's,f,sourcing,1,30,3.0,3,0,0,51,0
1588,Operations,region_15,Master's & above,m,other,1,59,4.0,4,1,0,56,0
573,R&D,region_22,Bachelor's,f,other,1,29,,1,1,0,86,0
24750,Technology,region_14,Bachelor's,m,sourcing,1,31,3.0,4,0,0,83,0
9098,Procurement,region_7,Bachelor's,f,other,1,26,3.0,2,0,0,69,0
41768,Operations,region_19,Master's & above,f,sourcing,1,37,3.0,10,0,0,62,0
43660,Operations,region_8,Bachelor's,f,sourcing,1,25,3.0,1,0,0,62,0
8027,Technology,region_31,Bachelor's,m,other,1,27,2.0,3,1,0,78,0
15774,Operations,region_2,Master's & above,m,sourcing,1,39,4.0,10,0,0,60,0
4857,Analytics,region_28,Bachelor's,m,other,1,36,5.0,3,1,0,91,1
58988,Procurement,region_23,Master's & above,m,other,2,35,5.0,6,1,0,91,1
54550,Technology,region_8,Bachelor's,f,other,1,28,,1,0,0,81,0
31552,Sales & Marketing,region_21,Bachelor's,m,other,1,30,,1,1,0,50,0
76968,Procurement,region_22,Master's & above,m,sourcing,1,37,5.0,9,1,0,75,0
73203,Technology,region_28,Master's & above,m,sourcing,2,35,1.0,9,0,0,80,0
60095,Sales & Marketing,region_28,Master's & above,f,other,1,30,1.0,5,0,0,54,0
6731,R&D,region_29,Bachelor's,m,sourcing,1,30,5.0,1,0,0,96,1
39725,Technology,region_2,Bachelor's,m,other,1,45,4.0,3,0,0,83,0
70021,Procurement,region_23,Master's & above,m,other,1,36,3.0,7,1,0,71,0
22958,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,37,3.0,4,0,0,50,0
21955,Procurement,region_2,Bachelor's,f,sourcing,2,39,3.0,4,0,0,73,0
72984,Operations,region_19,Bachelor's,m,other,1,37,5.0,6,0,0,59,0
63667,Procurement,region_26,Bachelor's,m,other,1,28,,1,0,0,82,1
4147,Procurement,region_22,Master's & above,m,sourcing,1,40,3.0,12,0,0,70,0
28714,Sales & Marketing,region_3,Bachelor's,m,other,1,30,5.0,3,1,0,52,0
51959,Operations,region_31,Master's & above,m,other,1,36,4.0,7,0,0,56,0
68716,Sales & Marketing,region_15,Bachelor's,f,other,1,27,2.0,4,0,0,57,0
30802,Operations,region_11,Bachelor's,f,other,1,29,1.0,4,0,0,57,0
34542,Technology,region_2,Bachelor's,f,sourcing,7,31,3.0,5,1,0,82,0
32970,Procurement,region_22,Master's & above,m,other,1,36,4.0,7,1,0,67,0
10936,Operations,region_12,Bachelor's,m,other,1,30,4.0,4,0,0,57,0
20326,Analytics,region_28,Master's & above,m,other,2,32,3.0,6,1,0,86,0
38445,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,29,5.0,2,0,0,50,0
18621,Sales & Marketing,region_2,Bachelor's,f,other,1,29,,1,0,0,45,0
10345,Sales & Marketing,region_22,Master's & above,m,other,2,38,1.0,8,0,0,47,0
25834,Procurement,region_2,Master's & above,f,other,1,51,3.0,15,0,0,71,0
333,Finance,region_22,Master's & above,m,other,1,32,3.0,8,0,0,58,0
28850,Technology,region_14,Master's & above,f,sourcing,1,36,3.0,5,1,0,83,0
61888,Operations,region_15,Bachelor's,m,sourcing,2,30,5.0,5,1,0,57,0
30928,Finance,region_26,Bachelor's,f,sourcing,1,26,3.0,5,0,0,56,0
21230,R&D,region_7,Bachelor's,m,sourcing,2,32,5.0,3,1,0,83,1
22445,Sales & Marketing,region_30,Bachelor's,m,other,2,26,3.0,3,0,0,50,0
57206,Analytics,region_28,Bachelor's,m,sourcing,1,30,4.0,2,0,0,83,0
57587,Sales & Marketing,region_6,Bachelor's,f,other,1,28,1.0,2,0,0,50,0
29950,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,40,3.0,18,1,0,55,1
1825,Legal,region_2,Bachelor's,m,other,1,33,1.0,6,0,0,66,0
5272,Operations,region_2,Below Secondary,f,sourcing,1,24,,1,0,0,73,1
49389,Legal,region_27,Below Secondary,m,other,1,27,,1,1,0,59,0
66875,Operations,region_29,Bachelor's,m,sourcing,1,30,4.0,2,1,0,61,0
51071,Sales & Marketing,region_4,Master's & above,f,sourcing,1,37,3.0,9,0,0,44,0
62499,Operations,region_2,,f,other,1,33,3.0,9,0,0,58,0
4566,Analytics,region_2,Bachelor's,m,other,2,31,3.0,2,0,0,84,0
77674,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,43,3.0,3,0,0,48,0
70679,Sales & Marketing,region_2,Master's & above,f,other,1,39,1.0,10,1,0,52,1
20516,Sales & Marketing,region_2,,m,other,1,24,3.0,2,1,1,81,1
45145,Procurement,region_4,Master's & above,m,other,1,41,2.0,12,0,0,71,0
45721,R&D,region_4,Master's & above,m,other,1,35,5.0,4,1,0,85,0
52241,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,24,,1,0,0,49,0
23337,Sales & Marketing,region_1,Master's & above,m,sourcing,3,33,2.0,7,0,0,53,0
8386,Sales & Marketing,region_17,Master's & above,m,other,1,35,3.0,3,0,0,47,0
70491,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,8,1,1,50,0
23241,Procurement,region_15,Bachelor's,m,other,1,29,3.0,2,0,0,68,0
54003,Sales & Marketing,region_6,Bachelor's,m,other,1,28,5.0,2,1,0,50,0
24843,Operations,region_2,Master's & above,f,other,1,48,5.0,15,1,0,61,0
35222,Technology,region_2,Bachelor's,m,other,1,31,3.0,3,0,0,79,0
47183,Sales & Marketing,region_1,Bachelor's,m,other,1,26,1.0,3,1,0,50,0
22660,Sales & Marketing,region_27,,m,sourcing,2,24,,1,0,0,47,0
11943,Technology,region_27,Bachelor's,f,referred,1,30,,1,1,0,76,0
57744,Operations,region_8,Master's & above,f,sourcing,1,38,3.0,2,1,0,61,0
29142,Sales & Marketing,region_31,,m,sourcing,1,27,5.0,3,1,0,49,0
15620,Technology,region_2,Master's & above,f,other,1,49,1.0,24,0,0,77,0
44301,Technology,region_11,Bachelor's,f,other,1,32,,1,0,0,80,0
24875,Operations,region_34,Bachelor's,m,other,1,26,,1,0,0,65,0
61614,Sales & Marketing,region_2,Bachelor's,f,other,1,35,5.0,7,0,0,48,0
73393,Finance,region_2,Bachelor's,f,other,2,46,3.0,3,0,0,59,0
27459,Procurement,region_22,Master's & above,m,other,1,34,2.0,6,0,0,69,0
27533,Finance,region_22,Bachelor's,f,sourcing,2,30,1.0,3,1,0,59,0
47584,Procurement,region_2,,f,sourcing,1,53,1.0,11,0,0,67,0
75636,Sales & Marketing,region_4,Master's & above,m,sourcing,1,49,3.0,17,0,0,48,0
18390,Procurement,region_27,Master's & above,f,other,1,35,3.0,5,0,0,68,0
69146,R&D,region_22,Master's & above,m,other,1,34,4.0,4,0,0,83,0
10122,Sales & Marketing,region_30,Bachelor's,m,other,7,26,2.0,5,0,0,46,0
20927,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,29,,1,0,0,47,0
60018,Operations,region_7,Master's & above,f,other,1,37,3.0,4,0,0,58,0
68791,Analytics,region_27,Bachelor's,m,other,2,25,4.0,2,0,0,80,0
25354,Sales & Marketing,region_2,Bachelor's,m,other,1,47,4.0,16,1,0,48,1
3491,Analytics,region_12,Bachelor's,m,sourcing,1,28,2.0,5,0,0,85,0
74687,Sales & Marketing,region_14,Bachelor's,m,other,1,32,5.0,10,1,0,48,0
50049,Procurement,region_19,Bachelor's,m,other,1,34,3.0,4,0,0,71,0
30088,Operations,region_2,,m,sourcing,1,36,4.0,3,0,0,59,0
45140,Legal,region_22,Bachelor's,m,other,1,32,2.0,6,0,0,59,0
35436,Procurement,region_24,Master's & above,m,sourcing,2,32,2.0,5,0,0,72,0
72109,Sales & Marketing,region_8,Bachelor's,m,other,1,29,4.0,3,0,0,52,0
24397,Operations,region_22,Bachelor's,m,other,1,32,4.0,4,1,1,57,1
44154,Sales & Marketing,region_22,Bachelor's,m,other,5,27,3.0,2,0,0,52,0
60571,Sales & Marketing,region_13,Bachelor's,m,other,1,34,5.0,4,1,0,51,0
59722,Sales & Marketing,region_16,Master's & above,f,other,1,36,3.0,8,0,0,48,0
27505,Operations,region_8,Bachelor's,m,sourcing,1,26,5.0,2,1,0,59,0
9072,Sales & Marketing,region_14,Master's & above,m,other,1,33,4.0,3,1,0,94,1
14939,Sales & Marketing,region_27,Master's & above,m,other,1,47,1.0,3,0,0,45,0
13888,Sales & Marketing,region_11,Bachelor's,m,other,1,42,3.0,2,0,0,48,0
44589,Sales & Marketing,region_26,Master's & above,m,other,1,38,1.0,8,0,0,54,0
15024,Technology,region_32,Bachelor's,f,sourcing,4,32,5.0,8,0,0,93,1
57609,Procurement,region_17,Bachelor's,f,other,1,44,3.0,16,0,0,70,0
8470,Sales & Marketing,region_22,Master's & above,m,other,1,33,4.0,5,1,0,46,0
47152,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,27,3.0,3,0,0,55,0
43153,Technology,region_2,Master's & above,m,other,2,50,5.0,14,0,0,85,0
4464,Procurement,region_31,Bachelor's,f,other,2,29,3.0,4,0,0,71,0
17190,Procurement,region_34,Bachelor's,m,other,1,29,5.0,4,0,0,84,1
109,Technology,region_27,,m,sourcing,2,28,3.0,2,0,0,79,0
48753,Analytics,region_2,Bachelor's,m,other,1,44,5.0,7,1,0,84,0
17602,Operations,region_8,Bachelor's,f,other,1,32,4.0,2,1,0,61,0
71562,Analytics,region_28,Master's & above,m,sourcing,2,30,3.0,6,0,0,83,0
70593,Operations,region_21,Bachelor's,m,other,1,37,5.0,4,1,0,59,0
4445,Operations,region_22,Bachelor's,f,sourcing,1,37,3.0,5,1,0,59,0
47038,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,32,1.0,4,0,0,52,0
31070,Procurement,region_23,Bachelor's,m,sourcing,1,36,3.0,2,0,0,66,0
33000,Procurement,region_2,Bachelor's,f,other,2,34,3.0,4,1,0,62,0
20974,Finance,region_8,Bachelor's,f,other,1,30,3.0,3,0,0,65,0
64764,Technology,region_2,Bachelor's,m,sourcing,1,26,,1,1,1,81,1
38060,Sales & Marketing,region_29,Master's & above,m,sourcing,1,31,1.0,2,0,0,51,0
40172,Technology,region_2,Bachelor's,m,referred,1,41,5.0,7,0,0,83,0
36808,Operations,region_2,Master's & above,m,sourcing,1,33,2.0,7,0,0,57,0
9763,Operations,region_20,Bachelor's,m,other,1,25,4.0,3,0,0,58,0
76038,Operations,region_7,Bachelor's,f,sourcing,1,39,3.0,6,1,0,58,0
71813,Procurement,region_12,Bachelor's,f,sourcing,1,31,3.0,6,0,0,70,0
42426,Technology,region_2,Master's & above,f,sourcing,1,56,2.0,16,0,0,79,0
