NQUEST,ANASC,ETA,Q
36161,1940,64,1
36161,1943,61,3
36162,1935,69,3
36162,1941,63,3
36163,1950,54,2
36163,1953,51,1
36163,1985,19,3
36163,1989,15,3
36163,1995,9,3
36164,1959,45,1
36164,1963,41,3
36164,1985,19,1
36164,1989,15,3
36186,1925,79,3
36249,1927,77,3
36250,1957,47,1
36250,1961,43,1
36250,1991,13,3
36311,1964,40,1
36311,1966,38,3
36311,1993,11,3
36311,1998,6,3
36321,1950,54,1
36321,1951,53,3
36321,1982,22,3
36321,1983,21,3
36333,1962,42,1
36333,1958,46,3
36333,1987,17,3
36333,1990,14,3
36376,1916,88,3
36376,1937,67,3
36378,1948,56,2
36378,1951,53,1
36378,1971,33,2
36378,1976,28,1
36391,1937,67,3
36391,1934,70,3
36391,1971,33,2
36398,1943,61,3
36398,1947,57,3
36398,1971,33,1
36398,1980,24,1
36399,1958,46,1
36399,1984,20,3
36399,1987,17,3
36403,1938,66,3
36403,1943,61,3
36403,1976,28,3
36406,1964,40,1
36406,1970,34,1
36406,2002,2,3
36407,1917,87,3
36407,1946,58,3
36409,1954,50,1
36409,1956,48,1
36409,1982,22,1
36409,1987,17,3
36409,1991,13,3
36415,1953,51,3
36415,1948,56,2
36415,1980,24,1
36420,1953,51,1
36420,1958,46,3
36420,1978,26,1
36420,1980,24,1
36427,1951,53,1
36427,1957,47,1
36427,1977,27,1
36427,1980,24,2
36443,1953,51,1
36443,1959,45,1
36450,1952,52,1
36450,1956,48,1
36450,1986,18,3
36492,1931,73,3
36492,1934,70,3
36494,1937,67,3
36494,1938,66,3
36505,1914,90,3
36522,1959,45,1
36522,1961,43,1
36522,1989,15,3
36522,1993,11,3
36524,1941,63,1
36524,1937,67,3
36524,1968,36,3
36524,1971,33,1
36524,1974,30,3
36536,1925,79,3
36536,1927,77,3
36544,1953,51,3
36544,1945,59,2
36544,1974,30,1
36567,1932,72,3
36595,1945,59,1
36596,1924,80,3
36597,1945,59,3
36597,1950,54,3
36597,1978,26,3
36641,1928,76,3
36697,1953,51,1
36697,1975,29,2
36774,1947,57,3
36774,1970,34,3
36774,1996,8,3
36822,1957,47,3
36822,1985,19,1
36849,1922,82,3
36849,1925,79,3
36876,1954,50,1
36876,1963,41,1
36876,2002,2,3
36883,1960,44,1
36883,1968,36,3
36883,1991,13,3
36883,1995,9,3
36890,1927,77,3
36891,1958,46,1
36891,1964,40,3
36891,1987,17,3
36891,1990,14,3
36893,1951,53,1
36893,1960,44,2
36893,1982,22,3
36893,1992,12,3
37001,1950,54,3
37001,1954,50,3
37001,1975,29,1
37001,1979,25,3
37011,1941,63,1
37011,1947,57,1
37011,1978,26,1
37026,1959,45,1
37042,1957,47,1
37042,1947,57,1
37042,1983,21,3
37067,1956,48,3
37067,1956,48,1
37067,1986,18,3
37073,1945,59,2
37073,1950,54,1
37073,1972,32,3
37115,1952,52,1
37115,1953,51,2
37115,1978,26,3
37286,1952,52,1
37286,1955,49,1
37286,1982,22,3
37286,1989,15,3
37287,1937,67,1
37294,1957,47,1
37294,1961,43,3
37294,1989,15,3
37299,1957,47,1
37299,1961,43,3
37299,1984,20,3
37299,1990,14,3
37299,1995,9,3
37456,1952,52,1
37456,1946,58,1
37456,1976,28,3
37456,1979,25,3
37459,1962,42,1
37459,1964,40,3
37459,1992,12,3
37465,1944,60,1
37465,1942,62,3
37465,1970,34,1
37465,1975,29,1
37504,1933,71,2
37504,1935,69,3
37521,1950,54,1
37621,1945,59,3
37621,1949,55,1
37621,1978,26,3
37638,1935,69,3
37638,1935,69,3
37665,1964,40,1
37665,1957,47,1
37665,1927,77,3
37677,1941,63,3
37677,1947,57,3
37677,1972,32,2
37721,1930,74,3
37721,1934,70,3
37767,1946,58,3
37808,1961,43,2
37808,1964,40,2
37808,1985,19,3
37808,1991,13,3
37808,1996,8,3
37810,1950,54,3
37929,1938,66,3
37930,1938,66,3
37930,1949,55,3
37930,1974,30,1
37930,1980,24,3
38014,1956,48,1
38014,1952,52,1
38014,1979,25,3
38014,1980,24,3
38014,1985,19,3
38016,1953,51,1
38018,1933,71,3
38018,1941,63,3
38095,1965,39,1
38095,1961,43,3
38095,1985,19,3
38095,1989,15,3
38106,1940,64,3
38106,1935,69,3
38112,1965,39,1
38112,1964,40,1
38112,1997,7,3
38112,2000,4,3
38118,1926,78,3
38118,1930,74,3
38121,1940,64,3
38121,1939,65,3
38121,1927,77,3
38128,1947,57,1
38128,1970,34,1
38135,1932,72,3
38135,1969,35,1
38153,1946,58,3
38153,1944,60,3
38153,1976,28,1
38153,1977,27,1
38153,1979,25,1
38153,1987,17,3
38160,1934,70,3
38160,1938,66,3
38161,1911,93,3
38169,1926,78,3
38169,1933,71,3
38175,1960,44,1
38175,1952,52,2
38177,1926,78,3
38177,1924,80,3
38183,1960,44,1
38183,1964,40,1
38183,1987,17,3
38183,1993,11,3
38194,1932,72,3
38230,1929,75,3
38255,1961,43,1
38255,1963,41,3
38255,1987,17,3
38258,1954,50,1
38258,1954,50,3
38258,1977,27,2
38261,1936,68,3
38261,1945,59,3
38272,1938,66,3
38316,1957,47,2
38316,1958,46,2
38316,1985,19,3
38316,1988,16,3
38316,1990,14,3
38316,1995,9,3
38319,1952,52,1
38319,1980,24,1
38329,1925,79,3
38329,1921,83,3
38330,1963,41,1
38330,1987,17,3
38330,1990,14,3
38349,1939,65,3
38349,1943,61,3
38362,1933,71,3
38362,1932,72,3
38409,1953,51,1
38409,1958,46,3
38409,1983,21,1
38409,1987,17,3
38426,1943,61,2
38426,1945,59,2
38431,1934,70,3
38431,1941,63,3
38473,1941,63,3
38481,1924,80,3
38489,1960,44,1
38489,1961,43,1
38489,1983,21,3
38493,1937,67,3
38493,1939,65,3
38493,1965,39,1
38495,1952,52,1
38495,1954,50,1
38495,1978,26,3
38495,1983,21,3
38496,1944,60,3
38499,1925,79,3
38499,1933,71,3
38525,1952,52,3
38525,1948,56,1
38525,1983,21,3
38554,1945,59,3
38554,1925,79,3
38554,1967,37,1
38554,1974,30,1
38554,1996,8,3
38554,2002,2,3
38568,1938,66,3
38568,1942,62,3
38572,1949,55,1
38572,1948,56,1
38572,1983,21,3
38770,1933,71,3
38770,1933,71,3
38770,1960,44,1
38797,1938,66,3
38800,1939,65,3
38860,1984,20,3
38860,1948,56,2
38860,1977,27,1
38871,1928,76,3
38877,1947,57,1
38877,1951,53,3
38885,1944,60,3
38885,1951,53,2
38885,1974,30,3
38903,1933,71,3
38903,1932,72,3
38903,1968,36,2
38909,1917,87,3
38909,1960,44,1
38913,1963,41,3
38913,1963,41,1
38913,1991,13,3
38927,1934,70,3
38927,1943,61,3
38927,1974,30,1
38927,1984,20,3
38927,1974,30,3
38927,2004,0,3
38939,1946,58,3
38939,1936,68,3
38939,1967,37,2
38939,1969,35,1
38940,1944,60,3
38940,1946,58,1
38940,1972,32,1
38940,1979,25,3
38957,1929,75,3
38957,1931,73,3
38957,1905,99,3
38961,1927,77,3
38961,1945,59,3
38963,1960,44,1
38963,1958,46,1
38963,1987,17,3
38963,1990,14,3
38964,1937,67,3
38967,1948,56,3
38967,1949,55,1
38967,1981,23,3
38967,1985,19,3
38977,1956,48,2
38977,1957,47,1
38977,1985,19,3
38977,1987,17,3
38979,1945,59,3
38979,1912,92,3
38992,1950,54,2
38992,1949,55,1
38992,1988,16,3
38995,1942,62,3
39052,1935,69,3
39053,1930,74,3
39053,1932,72,3
39055,1934,70,3
39055,1938,66,3
39055,1969,35,1
39056,1956,48,1
39056,1959,45,1
39056,1981,23,3
39056,1989,15,3
39057,1928,76,3
39057,1931,73,3
39058,1947,57,3
39058,1945,59,3
39058,1973,31,1
39058,1979,25,1
39060,1930,74,3
39061,1929,75,3
39061,1942,62,3
39083,1925,79,3
39083,1926,78,3
39083,1947,57,3
39086,1937,67,2
39086,1939,65,3
39094,1932,72,3
39094,1936,68,3
39095,1927,77,3
39095,1926,78,3
39111,1921,83,3
39125,1952,52,2
39125,1943,61,3
39125,1975,29,1
39218,1940,64,3
39224,1924,80,3
39224,1929,75,3
39225,1958,46,1
39225,1963,41,1
39225,1988,16,3
39227,1934,70,3
39227,1940,64,3
39248,1961,43,2
39248,1965,39,3
39248,1987,17,3
39248,1994,10,3
39248,1999,5,3
39259,1934,70,3
39259,1937,67,3
39278,1933,71,3
39284,1927,77,3
39284,1931,73,3
39284,1965,39,1
39317,1964,40,1
39317,1962,42,1
39317,1992,12,3
39317,1995,9,3
39317,1998,6,3
39318,1962,42,2
39318,1966,38,2
39318,1998,6,3
39351,1938,66,3
39351,1938,66,3
39356,1933,71,3
39356,1937,67,3
39384,1932,72,3
39384,1973,31,1
39433,1923,81,3
39433,1949,55,3
39436,1947,57,3
39436,1953,51,3
39436,1979,25,2
39436,1988,16,3
39441,1946,58,3
39441,1975,29,1
39446,1926,78,3
39466,1950,54,1
39466,1948,56,3
39466,1988,16,3
39476,1949,55,1
39476,1955,49,1
39485,1959,45,1
39485,1959,45,1
39485,1990,14,3
39485,1991,13,3
39486,1936,68,3
39488,1949,55,1
39488,1972,32,1
39491,1938,66,3
39491,1933,71,3
39539,1941,63,1
39539,1938,66,3
39542,1950,54,3
39542,1940,64,1
39542,1971,33,1
39581,1952,52,1
39581,1957,47,3
39581,1979,25,1
39628,1947,57,1
39628,1952,52,3
39628,1971,33,3
39628,1972,32,3
39628,1981,23,3
39664,1929,75,3
39664,1937,67,3
39664,1968,36,2
39697,1948,56,1
39697,1952,52,1
39697,1979,25,3
39697,1985,19,3
39907,1953,51,1
39907,1953,51,1
39961,1958,46,1
39961,1959,45,2
39961,1985,19,3
39961,1993,11,3
50052,1929,75,3
50060,1959,45,1
50060,1956,48,3
50060,1985,19,3
50060,1987,17,3
50085,1945,59,3
50085,1976,28,1
50085,1979,25,2
50133,1957,47,1
50133,1980,24,1
50133,1981,23,3
50135,1934,70,3
50135,1942,62,3
50150,1953,51,3
50150,1953,51,1
50150,1985,19,3
50178,1912,92,3
50178,1939,65,3
50178,1946,58,3
50178,1978,26,3
50178,1981,23,3
50213,1921,83,3
50231,1939,65,3
50231,1958,46,1
50231,1961,43,1
50232,1928,76,3
50232,1934,70,3
50274,1962,42,1
50274,1986,18,1
50274,1991,13,3
50274,1995,9,3
50274,1999,5,3
50281,1948,56,3
50281,1956,48,3
50281,1974,30,2
50281,1977,27,1
50281,1997,7,3
50537,1948,56,1
50537,1976,28,3
50618,1929,75,3
50618,1923,81,3
50618,1959,45,1
50618,1963,41,1
50618,1998,6,3
50674,1963,41,1
50674,1966,38,1
50674,1935,69,3
50740,1929,75,3
50740,1931,73,3
50757,1925,79,3
50757,1930,74,3
51013,1947,57,1
51013,1950,54,1
51013,1978,26,3
51013,1982,22,3
51013,1921,83,3
51185,1955,49,1
51185,1953,51,1
51185,1980,24,3
51185,1981,23,3
51185,1988,16,3
51185,1990,14,3
51297,1930,74,3
51297,1953,51,2
51351,1954,50,1
51351,1928,76,3
51351,1932,72,3
51351,1959,45,3
51351,1980,24,1
51352,1949,55,3
51352,1953,51,3
51363,1933,71,3
51363,1933,71,3
51389,1932,72,3
51389,1940,64,3
51399,1948,56,3
51399,1951,53,1
51399,1979,25,3
51399,1988,16,3
51438,1928,76,3
51444,1952,52,3
51444,1951,53,1
51444,1981,23,3
51444,1988,16,3
51467,1932,72,3
51467,1931,73,3
51479,1966,38,1
51479,1966,38,3
51479,1991,13,3
51479,1995,9,3
51479,2001,3,3
51544,1950,54,2
51544,1943,61,3
51545,1962,42,1
51545,1965,39,1
51619,1969,35,1
51619,1972,32,1
51619,1990,14,3
51619,1994,10,3
51651,1955,49,1
51651,1961,43,3
51651,1991,13,3
51651,1998,6,3
51719,1926,78,3
51719,1924,80,3
51733,1940,64,3
51733,1939,65,3
51739,1942,62,3
51739,1978,26,1
51765,1925,79,3
51765,1925,79,3
51766,1958,46,1
51766,1962,42,1
51766,1985,19,3
51766,1994,10,3
51766,2003,1,3
51792,1924,80,3
51794,1961,43,1
51794,1961,43,1
51794,1990,14,3
51870,1970,34,3
51870,1968,36,2
51870,2003,1,3
51895,1941,63,3
51895,1940,64,3
51900,1938,66,3
51900,1942,62,3
51908,1946,58,3
51908,1939,65,3
52400,1942,62,1
52455,1936,68,3
52478,1951,53,1
52478,1955,49,2
52478,1986,18,3
52478,1991,13,3
52505,1965,39,1
52505,1967,37,3
52505,1995,9,3
52505,2002,2,3
52696,1939,65,3
52696,1939,65,3
52700,1960,44,3
52700,1943,61,1
52700,1983,21,3
52700,1989,15,3
52716,1927,77,3
52716,1930,74,3
52718,1956,48,3
52718,1976,28,1
52718,1981,23,3
52733,1932,72,3
52736,1965,39,3
52736,1925,79,3
52736,1925,79,3
52736,1945,59,3
52799,1927,77,3
52799,1928,76,3
52820,1956,48,3
52820,1929,75,3
52820,1985,19,3
52820,1990,14,3
52820,1933,71,3
52985,1958,46,1
52985,1983,21,3
53006,1943,61,3
53006,1942,62,3
53008,1958,46,1
53008,1963,41,1
53008,1990,14,3
53028,1942,62,3
53062,1965,39,1
53081,1930,74,3
53082,1931,73,3
53082,1935,69,3
53082,1959,45,1
53085,1968,36,1
53085,1970,34,1
53085,1990,14,3
53085,1996,8,3
53086,1956,48,1
53099,1953,51,3
53108,1950,54,1
53108,1955,49,1
53109,1932,72,3
53202,1950,54,1
53202,1956,48,1
53202,1980,24,1
53225,1947,57,1
53225,1948,56,3
53225,1975,29,3
53225,1977,27,3
53234,1946,58,3
53234,1947,57,3
53234,1978,26,3
53234,1980,24,3
53234,1986,18,3
53234,1987,17,3
53373,1945,59,1
53373,1953,51,1
53373,1914,90,3
53380,1932,72,3
53380,1961,43,2
53381,1926,78,3
53413,1963,41,3
53413,1951,53,1
53413,1923,81,3
53413,1924,80,3
53413,1983,21,1
53413,1988,16,3
53428,1939,65,3
53428,1947,57,1
53428,1976,28,1
53428,1912,92,3
53428,1918,86,3
53440,1930,74,3
53443,1959,45,1
53443,1950,54,1
53443,1984,20,1
53443,1988,16,3
53486,1944,60,3
53486,1939,65,3
53486,1906,98,3
53520,1948,56,1
53520,1952,52,3
53520,1976,28,3
53520,1979,25,3
53520,1981,23,1
53549,1943,61,3
53549,1948,56,3
53549,1977,27,3
53552,1955,49,1
53552,1978,26,1
53552,1991,13,3
53564,1930,74,3
53564,1936,68,3
53596,1964,40,1
53596,1970,34,1
53596,1992,12,3
53596,2001,3,3
53666,1966,38,1
53666,1970,34,3
53666,1993,11,3
53669,1938,66,3
53673,1943,61,3
53720,1935,69,3
53720,1937,67,3
53741,1928,76,3
53751,1965,39,1
53751,1963,41,2
53751,1997,7,3
53829,1924,80,3
53849,1937,67,3
53849,1945,59,3
53849,1967,37,2
53871,1977,27,3
53871,1952,52,1
53871,1952,52,1
53871,1981,23,1
53997,1926,78,3
53997,1934,70,3
53997,1970,34,1
54143,1931,73,3
54143,1937,67,3
54152,1931,73,3
54239,1911,93,3
54278,1950,54,1
54278,1960,44,3
54278,1979,25,3
54278,1958,46,3
54278,1926,78,3
54279,1960,44,1
54588,1948,56,1
54588,1951,53,1
54588,1985,19,3
54588,1989,15,3
54632,1965,39,3
54632,1962,42,1
54632,1993,11,3
54632,1989,15,3
54673,1959,45,1
54673,1969,35,3
54683,1937,67,3
54683,1940,64,3
54684,1919,85,3
54694,1942,62,3
54694,1950,54,3
54694,1975,29,1
54696,1946,58,3
54696,1939,65,3
54696,1980,24,1
54706,1907,97,3
54711,1967,37,1
54711,1938,66,3
54763,1963,41,2
54763,1967,37,3
54763,1990,14,3
54763,2000,4,3
54765,1939,65,3
54765,1943,61,3
54765,1975,29,3
54766,1931,73,3
54796,1936,68,3
54796,1938,66,3
54934,1923,81,3
54934,1928,76,3
54949,1950,54,3
54949,1923,81,3
54949,1985,19,3
54949,1987,17,3
54963,1923,81,3
55093,1935,69,3
55093,1940,64,3
55094,1948,56,1
55094,1960,44,1
55094,1986,18,3
55094,1988,16,3
55099,1954,50,1
55099,1958,46,3
55099,1982,22,3
55099,1985,19,3
55099,1924,80,3
55104,1962,42,3
55104,1953,51,1
55104,1981,23,3
55104,1985,19,3
55147,1929,75,3
55147,1945,59,3
55209,1914,90,3
55209,1919,85,3
55300,1926,78,3
55308,1926,78,3
55308,1928,76,3
55333,1963,41,3
55333,1964,40,1
55333,1995,9,3
55333,1997,7,3
55333,2000,4,3
55342,1951,53,1
55342,1961,43,3
55342,1982,22,3
55342,1983,21,3
55342,1985,19,3
55349,1946,58,3
55349,1943,61,3
55362,1966,38,2
55362,1933,71,3
55362,1942,62,2
55425,1969,35,2
55425,1932,72,3
55430,1960,44,2
55430,1930,74,3
55636,1955,49,1
55636,1958,46,1
55636,1983,21,3
55636,1988,16,3
55636,1996,8,3
55636,1924,80,3
55749,1929,75,3
55774,1953,51,3
55774,1974,30,1
55774,1977,27,1
55774,1981,23,3
55799,1951,53,2
55799,1956,48,1
55799,1980,24,3
55799,1981,23,3
56177,1946,58,1
56177,1949,55,1
56177,1977,27,1
56251,1932,72,3
56251,1965,39,1
56251,1990,14,3
56262,1931,73,3
56270,1937,67,3
56270,1948,56,3
56270,1971,33,1
56270,1976,28,1
56270,1983,21,3
56465,1950,54,1
56465,1954,50,3
56529,1946,58,2
56529,1956,48,3
56529,1982,22,3
56533,1968,36,1
56533,1971,33,3
56533,1994,10,3
56533,2001,3,3
56563,1935,69,3
56563,1937,67,3
56563,1961,43,1
56572,1939,65,3
56572,1943,61,3
56572,1964,40,2
56575,1933,71,3
56575,1939,65,3
56577,1941,63,3
56577,1944,60,3
56582,1963,41,1
56582,1956,48,1
56582,1991,13,3
56593,1945,59,1
56593,1976,28,1
56593,1987,17,3
56603,1964,40,1
56603,1968,36,2
56603,1990,14,3
56608,1953,51,2
56608,1959,45,1
56608,1979,25,1
56608,1986,18,1
56610,1928,76,3
56610,1935,69,3
56624,1950,54,1
56624,1944,60,3
56624,1981,23,3
56632,1921,83,3
56656,1962,42,2
56656,1966,38,1
56656,2003,1,3
56658,1937,67,3
56658,1964,40,3
56662,1922,82,3
56677,1930,74,3
56677,1936,68,3
56677,1968,36,1
56680,1937,67,3
56680,1939,65,3
56686,1958,46,1
56686,1965,39,1
56686,1988,16,3
56701,1930,74,3
56706,1954,50,1
56706,1958,46,1
56706,1976,28,1
56706,1978,26,1
56719,1929,75,3
56721,1959,45,2
56721,1925,79,3
56721,1955,49,1
56721,1984,20,1
56721,1990,14,3
56761,1941,63,3
56761,1947,57,3
56761,1914,90,3
56761,1970,34,1
56761,2003,1,3
56762,1943,61,3
56762,1955,49,3
56762,1989,15,3
56765,1933,71,3
56765,1939,65,3
56765,1971,33,1
56926,1920,84,3
56926,1928,76,3
57027,1964,40,2
57027,1964,40,1
57027,1992,12,3
57027,1995,9,3
57042,1946,58,3
57042,1950,54,3
57042,1972,32,3
57042,1977,27,1
57043,1959,45,3
57043,1954,50,1
57043,1981,23,1
57043,1982,22,1
57086,1958,46,1
57086,1959,45,3
57086,1986,18,3
57086,1995,9,3
57086,1995,9,3
57138,1947,57,1
57138,1950,54,1
57138,1983,21,3
57138,1986,18,3
57142,1960,44,1
57217,1931,73,3
57217,1924,80,3
57232,1958,46,3
57232,1955,49,3
57232,1987,17,1
57232,1990,14,3
57363,1933,71,3
57374,1948,56,3
57546,1961,43,1
57546,1963,41,1
57546,1987,17,3
57546,1991,13,3
57547,1948,56,3
57547,1956,48,3
57547,1979,25,1
57609,1931,73,3
57609,1943,61,3
57609,1977,27,1
57613,1952,52,2
57613,1954,50,2
57613,1985,19,3
57613,1919,85,3
57615,1937,67,3
57615,1944,60,3
57616,1947,57,3
57616,1949,55,1
57619,1962,42,2
57619,1961,43,2
57619,1986,18,2
57619,1991,13,3
57621,1950,54,3
57621,1959,45,1
57621,1980,24,3
57621,1984,20,3
57621,1993,11,3
57670,1953,51,1
57670,1972,32,3
57673,1951,53,3
57673,1947,57,3
57673,1982,22,3
57673,1983,21,3
57677,1967,37,1
57677,1967,37,3
57677,1984,20,3
57677,1992,12,3
57779,1950,54,1
57779,1954,50,3
57779,1977,27,3
57779,1980,24,3
57779,1985,19,3
57911,1966,38,1
57911,1961,43,1
57911,1995,9,3
57911,1998,6,3
57962,1956,48,1
57962,1959,45,1
57962,1983,21,3
57962,1988,16,3
58002,1928,76,3
58002,1937,67,3
58002,1962,42,2
58042,1945,59,2
58042,1990,14,3
58053,1966,38,1
58055,1964,40,1
58055,1965,39,1
58055,1995,9,3
58055,2003,1,3
58060,1953,51,1
58252,1961,43,1
58252,1963,41,1
58252,1998,6,3
58366,1944,60,1
60078,1957,47,3
60078,1964,40,3
60078,1984,20,3
60078,1991,13,3
60078,2001,3,3
60106,1970,34,1
60106,1969,35,1
60106,1989,15,3
60106,1991,13,3
60116,1941,63,1
60116,1947,57,3
60116,1979,25,3
60116,1996,8,3
60116,2000,4,3
91008,1970,34,2
91008,1970,34,2
91008,2002,2,3
91010,1940,64,3
91010,1972,32,1
91019,1963,41,1
91019,1971,33,3
91019,2001,3,3
91025,1965,39,2
91025,1966,38,3
91025,1995,9,3
91025,1999,5,3
91043,1968,36,2
91043,1970,34,3
91043,1996,8,3
91043,2001,3,3
91053,1970,34,1
91053,1967,37,1
91053,1998,6,3
91067,1952,52,1
91067,1981,23,1
91067,1986,18,3
91068,1970,34,1
91071,1969,35,1
91071,1970,34,1
91071,1999,5,3
91071,2002,2,3
91074,1974,30,1
91074,1973,31,1
91074,1996,8,3
91074,2003,1,3
91079,1963,41,1
91079,1964,40,1
91079,1998,6,3
91081,1965,39,2
91081,1969,35,1
91081,1999,5,3
91086,1964,40,1
91086,1961,43,1
91093,1967,37,1
91093,1965,39,1
91093,1997,7,3
91095,1960,44,1
91095,1963,41,1
104002,1948,56,1
104002,1952,52,1
107090,1938,66,3
107090,1969,35,1
111052,1972,32,1
111052,1935,69,3
111052,1941,63,1
111052,1976,28,1
121040,1941,63,2
121040,1951,53,3
121067,1921,83,3
136004,1932,72,3
136004,1933,71,3
136011,1935,69,3
136011,1932,72,3
136061,1960,44,3
136061,1959,45,1
136061,1985,19,1
136061,1988,16,3
137008,1959,45,1
137008,1965,39,1
137008,1991,13,3
137008,1997,7,3
138091,1938,66,3
138091,1941,63,3
138399,1943,61,3
138399,1952,52,1
138399,1975,29,3
143090,1938,66,3
143090,1939,65,3
145007,1954,50,2
145007,1956,48,2
145007,1982,22,3
145007,1984,20,3
145007,1989,15,3
145007,1991,13,3
145012,1922,82,3
145012,1935,69,3
176011,1951,53,3
176011,1954,50,1
176011,1980,24,3
176011,1984,20,3
176019,1929,75,3
176019,1928,76,3
176057,1935,69,3
176057,1938,66,3
176061,1930,74,3
176061,1942,62,3
176061,1971,33,1
176068,1951,53,3
176068,1950,54,1
176068,1979,25,1
178001,1947,57,1
178001,1948,56,1
178058,1967,37,1
178058,1965,39,1
178058,1997,7,3
178087,1952,52,1
178087,1950,54,1
178087,1981,23,3
178087,1985,19,3
188054,1962,42,2
188054,1961,43,2
188054,1999,5,3
193001,1934,70,3
193001,1932,72,3
193015,1931,73,3
193016,1933,71,3
193026,1933,71,3
193026,1942,62,3
193070,1922,82,3
193070,1942,62,3
193082,1973,31,1
193082,1970,34,2
193082,1992,12,3
193082,1999,5,3
196076,1936,68,3
196076,1938,66,3
196076,1950,54,3
213440,1947,57,2
213440,1947,57,3
213440,1985,19,3
215011,1937,67,3
215018,1940,64,3
215018,1935,69,3
216022,1941,63,3
216022,1947,57,3
216022,1976,28,3
217081,1966,38,1
217081,1970,34,1
217081,2002,2,3
224028,1958,46,1
224028,1961,43,1
224028,1988,16,3
224048,1934,70,3
224048,1926,78,3
230003,1941,63,3
230003,1945,59,3
230003,1969,35,1
230003,1977,27,1
230029,1943,61,3
230029,1946,58,3
230030,1935,69,3
230037,1948,56,1
230037,1948,56,1
230037,1982,22,3
230039,1968,36,1
230039,1969,35,3
230039,1995,9,3
230042,1955,49,1
230042,1959,45,1
230042,1985,19,1
230043,1943,61,3
230048,1935,69,3
230087,1942,62,3
230087,1945,59,2
236008,1944,60,1
236008,1945,59,3
236008,1979,25,3
237003,1948,56,1
237003,1944,60,3
237003,1975,29,1
237003,1978,26,3
238055,1946,58,3
238055,1946,58,3
238055,1983,21,1
243067,1962,42,3
243067,1962,42,2
243067,1994,10,3
244004,1917,87,3
244013,1946,58,3
244013,1946,58,1
244058,1964,40,3
244058,1964,40,2
244058,1998,6,3
244064,1971,33,3
244064,1963,41,1
244064,1990,14,3
244064,1993,11,3
244075,1925,79,3
244075,1923,81,3
250004,1961,43,2
250004,1961,43,1
250004,1993,11,3
250004,1995,9,3
250005,1949,55,3
250005,1944,60,1
250005,1969,35,1
250005,1971,33,1
250005,1975,29,3
250007,1966,38,3
250007,1964,40,1
250010,1946,58,3
250010,1943,61,3
250010,1980,24,1
250037,1923,81,3
250037,1929,75,3
250039,1951,53,3
250039,1979,25,3
250056,1938,66,3
253016,1921,83,3
