NQUEST,AREA5,YL,YT,YM,YC,CD,CN,S,AR,AF,PF,BD
32734,2,28500,0,0,9412.344612,12500,25200,212.3446115,39300,28551.86262,13300,40000
32742,2,0,28340,0,7814.160505,700,30000,5454.160505,252500,60424.10406,0,25000
32743,2,0,15860,0,6232.585219,0,12100,9992.585219,256100,15979.44995,0,6000
32751,2,0,23400,0,11757.8435,0,20400,14757.8435,217000,100000,0,8000
32764,2,12000,0,10000,7200,0,28800,400,955000,0,40000,18000
32765,2,41500,0,0,14396.39117,2000,32200,21696.39117,302500,10000,0,21000
32772,2,9600,18200,0,5812.453398,0,18000,15612.4534,185000,26000,15000,12000
32810,4,0,6305,0,2400,0,7200,1505,77500,0,0,3000
32822,4,8000,22100,10000,248.91699,25200,22296,-7147.08301,55000,53000,32000,39000
32839,2,0,20540,0,5477.700631,1000,15600,9417.700631,232000,27000,0,11000
32861,3,46000,18070,0,9354.321699,1000,44400,28024.3217,210000,33000,1000,35000
32866,2,11000,0,0,224.891699,0,7520,3704.891699,41500,3000,5200,4000
32867,2,0,9880,0,1.6594466,0,13716,-3834.340553,500,200,10000,6000
32875,2,23100,0,0,5458.080631,9000,18600,958.080631,224000,7000,2000,14000
32883,2,0,6500,0,14082.97233,0,9600,10982.97233,310000,10000,0,500
32887,2,0,0,100000,126775.9188,17000,106000,103775.9188,2520000,458500,550000,80000
32925,3,11950,0,0,8409.126956,10000,17250,-6890.873044,3000,1100,5000,21500
32962,3,0,19500,0,422.0802688,0,18300,1622.080269,15000,14713.37117,0,11000
32978,3,0,9100,0,3016.594466,0,10200,1916.594466,63000,2000,0,5000
32982,3,0,14300,0,12024.8917,0,24000,2324.891699,282000,3000,0,10000
32987,3,0,13650,0,53.9320145,0,15000,-1296.067986,100,6500,0,3000
33036,4,6000,7056,0,1440,0,13440,1056,100000,0,0,7000
33038,4,9000,0,0,7358.579172,0,19350,-2991.420828,485000,1033.979845,0,17000
33209,2,0,17550,0,5322.795631,4000,22800,-3927.204369,154000,22000,0,26000
33219,2,9650,10400,15000,5426.551146,450,19800,20226.55115,160000,3200,0,22000
33228,2,0,20196,0,32203.88363,0,25400,26999.88363,1415000,20000,15000,7000
33238,2,0,14950,0,6691.269563,0,16200,5441.269563,263500,11000,0,7550
33245,2,0,22360,0,8551.023631,0,26400,4511.023631,153000,10000,0,18000
33252,2,0,20150,0,5441.486165,0,16800,8791.486165,169500,5000,0,13500
33275,4,20000,16800,0,12124.4585,0,24000,24924.4585,451000,15000,0,15000
33303,2,0,27300,0,-2968.6,0,24000,331.4,135000,0,220000,18000
33328,3,5000,13390,12000,9316.161262,2000,30800,6906.161262,330000,14000,0,28000
33335,3,28300,0,0,10205.12128,2500,30200,5805.121281,354500,19300,0,31000
33336,3,0,10660,6500,4804.148617,800,21600,-435.8513835,62500,500,0,8000
33347,3,0,12480,0,4841.486165,4000,15600,-2278.513835,75500,5000,0,10000
33348,3,0,23400,25000,6242.437872,1000,31200,22442.43787,482000,18682.83811,0,22000
33361,2,0,14300,0,4153.601116,0,16800,1653.601116,71000,19711.99796,0,1000
33382,2,28910,8060,0,11326.21085,0,30900,17396.21085,260000,66500,0,30000
33451,5,14200,0,0,21380.04723,0,34800,780.047233,562000,1000,25000,10500
33455,5,0,13000,0,1974.675097,0,15700,-725.324903,60600,9000,0,10000
33479,5,0,28600,0,4818.253913,0,31200,2218.253913,300500,2200,0,6500
33604,3,0,7020,0,1295.41818,0,7200,1115.41818,300,11500,0,2000
33631,2,0,14300,0,6024.891699,700,19200,424.891699,131000,3000,0,7000
33637,2,15600,24050,0,3340.19233,600,21600,20790.19233,81000,10000,6000,6000
33644,2,0,10400,0,8216.594466,0,16600,2016.594466,110200,2000,0,1050
33684,3,17000,0,0,0,0,20400,-3400,1000,0,0,9000
33751,5,25100,20800,0,12185.886,0,49100,8985.886,520000,6000,0,12000
33761,5,0,3770,0,46042.1749,10000,54100,-14287.8251,1305000,405000,0,60000
33773,5,13000,0,0,5424.891699,1000,17400,24.891699,210000,3000,0,50000
33777,5,0,0,30000,6058.080631,0,27600,8458.080631,665000,7000,0,40000
33778,5,19600,900,10000,16403.64831,11000,26600,9303.648309,595000,439.7018474,5000,40000
33781,5,0,0,56433.20034,3848.91699,0,30000,30282.11733,405000,30000,0,42000
33814,3,38000,0,0,38351.29617,0,30000,46351.29617,617000,15000,0,35000
33816,3,0,9100,0,3600,0,9000,3700,204000,0,0,8020
33823,3,0,11700,0,3229.173495,0,12240,2689.173495,195000,30000,0,10000
33839,4,0,10080,4000,7200,0,14400,6880,160000,0,0,13000
33865,2,46000,0,0,8817.354567,2000,19050,33767.35457,426500,31877.5626,0,40000
33877,2,30000,0,18000,2065.896699,3000,21600,25465.8967,270000,8000,30000,80000
33882,2,15175,0,0,6360.423121,1500,15775,4260.423121,222000,16100,0,13000
33888,2,0,15808,0,3107.864029,0,12600,6315.864029,52000,13000,0,8200
33889,2,10650,17550,0,9680.726165,6000,22800,9080.726165,185000,45000,0,28000
33937,3,25000,1040,0,8400,0,22800,11640,210000,0,10000,35000
33941,3,12000,0,36000,6082.97233,500,42000,11582.97233,231000,10000,36000,30000
33983,3,62000,0,0,7988.366356,3000,31200,35788.36636,230000,95015.57396,0,43000
33985,3,25000,0,23000,10222.29248,1200,33600,23422.29248,830000,75002,0,22000
33994,3,0,15600,0,8985.685197,0,23300,1285.685197,390000,10326.9604,0,65000
34059,3,50400,0,0,7458.88766,0,39600,18258.88766,155000,23000,0,8000
34099,3,0,9100,0,6082.97233,0,14400,782.97233,200800,10000,0,4000
34198,5,12000,0,0,4715.527602,0,8800,7915.527602,66500,25000,0,7000
34199,5,25000,10400,0,6843.821439,0,24750,17493.82144,151000,11307.55744,0,16000
34211,4,0,11310,0,1317.647427,0,9560,3067.647427,44000,19000,0,2000
34228,1,56700,0,0,14428.5567,0,36000,35128.5567,252000,156000,0,53000
34230,1,15600,5460,0,8.297233,0,17400,3668.297233,500,1000,0,7000
34252,4,13000,0,0,3997.578759,0,21500,-4502.421241,28400,59969.24028,0,9000
34255,4,6500,27690,0,5974.198374,9000,22800,8364.198374,122000,59500,0,22000
34269,4,14690,0,0,4206.542851,0,16200,2696.542851,170500,788.5582099,15000,35000
34302,4,11500,12000,0,114.9960026,0,11760,11854.996,1000,13859.56048,0,8000
34305,4,18200,0,12700,10019.69105,0,27600,13319.69105,546504.8064,50582.04891,0,14000
34340,4,0,12260,0,5436.137053,0,15000,2696.137053,253000,4355.313715,0,1000
34377,4,0,8450,0,0,0,15120,-6670,1100,0,0,7000
34396,4,17000,9100,0,66.377864,0,14832,11334.37786,2500,8000,0,21000
34476,5,0,8450,0,3724.458495,0,13200,-1025.541505,200500,15000,0,11000
34513,4,24000,0,0,58.080631,7000,16404,654.080631,1500,7000,0,10000
34525,4,0,16900,7000,217.5054994,0,20640,3477.505499,6300,26216.22098,0,3500
34541,4,0,20150,0,8466.377864,700,22800,5116.377864,154000,8000,700,10500
34544,4,0,0,15000,8524.458495,0,20400,3124.458495,125000,15000,0,10000
34732,4,0,15000,0,3187.337549,0,17550,637.3375485,313000,4500,0,11000
34738,4,36000,0,12000,6016.594466,0,20400,33616.59447,700000,2000,0,150000
34757,4,0,6000,0,4800,0,10800,0,103000,0,0,3000
34778,4,20000,8100,0,2561.920055,0,16800,13861.92006,152000,19514.94608,0,62000
34791,4,0,2880,0,3134.955645,0,7920,-1905.044355,71000,1802.485838,0,7000
34793,4,12000,0,0,2482.97233,0,9600,4882.97233,91500,10000,0,5000
34800,4,0,13300,0,6000,0,18000,1300,100000,0,0,1200
34825,2,38500,0,0,8980.876262,0,34800,12680.87626,305000,29000,0,20000
34833,2,21000,20550,0,9431.288932,14000,27900,9081.288932,313000,104000,0,31000
34886,2,36400,12090,0,31225.00563,23000,48000,8715.005631,505000,432000,0,80000
34900,2,23500,0,0,5898.295316,500,21700,7198.295316,160000,8500,5000,37000
34983,3,9500,1600,0,5122.25585,0,14400,1822.25585,152000,11500,0,7500
35005,1,15600,3120,0,3801.612256,0,18200,4321.612256,1900,194.3125359,0,12300
35022,4,10000,0,0,-2284.39,9000,18000,-19284.39,128000,0,113000,14000
35025,4,0,11180,0,4278.011942,0,13800,1658.011942,155000,9402.163579,0,5000
35032,1,41083,0,0,8238.957587,1600,25200,22521.95759,164000,8100,25500,20000
35106,4,0,0,12000,6062.229248,0,18000,62.2292475,438000,7500,0,21000
35135,4,0,6526,0,0,0,6480,46,500,0,0,1000
35146,4,6500,11700,0,5400,0,19800,3800,150000,0,0,8600
35155,4,0,11310,0,3608.297233,0,14040,878.297233,202000,1000,0,4000
35157,4,8000,0,0,265.511456,0,15600,-7334.488544,1400,32000,0,9000
35169,4,39000,18850,0,5487.900316,0,27600,35737.90032,103500,63500,0,10011
35214,4,0,35100,0,12842.1438,0,29300,18642.1438,353500,27399.95341,40000,26000
35228,2,20900,0,7000,9633.188932,0,24000,13533.18893,201000,4000,0,15000
35234,3,0,16460,0,6955.836165,0,22200,1215.836165,190000,5000,5000,10000
35281,5,0,18200,7000,12025.30656,500,28800,7925.306561,547000,3050,3500,30000
35319,4,0,11895,0,4823.051725,1000,9600,6118.051725,5000,2778.242482,1000,15000
35322,4,0,8725,0,5200,0,10000,3925,99000,0,0,12000
35323,4,0,9113,0,6000,0,13200,1913,205000,0,0,35000
35326,4,0,37050,0,2205.634782,0,19560,19695.63478,100000,5500,0,27000
35327,4,22000,0,0,6029.040316,0,20400,7629.040316,510000,3500,0,40000
35340,4,0,9750,0,0,0,9756,-6,5000,0,0,13000
35346,4,0,5460,0,600,0,5640,420,45000,0,0,8200
35349,4,0,11544,0,1200,0,11400,1344,45000,0,0,10000
35355,4,0,12662,0,1839.99025,0,11400,3101.99025,209000,4819.709138,0,20000
35366,4,33000,0,0,4939.825866,0,19280,18659.82587,465000,7210.3394,0,27000
35370,4,0,7020,0,2400,0,8880,540,1000,0,0,10200
35371,4,0,8710,0,856.594466,0,8040,1526.594466,110000,2000,0,22000
35372,4,23000,8450,0,1824.891699,0,17400,15874.8917,65000,3000,0,32000
35374,4,1400,0,0,1800,0,18600,-15400,50000,0,0,27000
35379,4,18000,0,0,6000,0,18000,6000,163000,0,0,20000
35381,4,5000,0,25000,7700,0,28700,9000,302000,0,30000,60000
35385,4,0,9100,0,1700,0,8900,1900,3000,0,0,3300
35399,4,35000,0,0,6123.780061,0,30000,11123.78006,103000,14918.2337,0,25000
35401,3,13000,9215,0,9989.606699,400,20400,11404.6067,401500,18000,0,13000
35450,4,13000,7800,15000,3840.619757,0,21600,18040.61976,50500,29000,0,7000
35458,2,30100,16250,0,12738.14466,10000,31000,18088.14466,500000,20000,60000,48000
35475,2,0,16962,0,3632.371589,0,19200,1394.371589,0,3901.492141,0,5000
35486,2,0,0,15000,10313.08323,200,24000,1113.083227,325500,10170.04424,51000,23000
35488,2,0,29900,14000,40886.09632,1000,62400,21386.09632,740000,193000,0,43000
35498,2,19500,18850,0,12024.8917,10500,34800,5074.891699,205000,3000,0,23000
35500,2,0,20800,0,10570.91617,0,27600,3770.916165,252800,35000,0,20000
35502,5,10600,0,0,3824.891699,0,14600,-175.108301,60500,3000,0,9000
35507,5,24900,13000,0,4652.59233,2000,33950,6602.59233,250000,30000,0,40000
35508,5,0,0,24000,3966.594466,0,27950,16.594466,318600,2000,75000,15000
35512,5,16000,3354,0,16.594466,0,17520,1850.594466,600,2000,0,3000
35518,5,0,16900,0,2281.036932,0,18200,981.036932,85000,12000,0,15000
35520,5,13000,14300,0,1841.936165,0,24200,4941.936165,60700,5000,38000,30000
35588,5,16000,0,0,-1545.864702,0,15000,-545.8647016,201500,2957.045844,80000,12000
35598,5,0,6500,0,406.3049087,0,9000,-2093.695091,500,48968.72351,0,3000
35600,5,0,10400,0,1200,0,9600,2000,30500,0,0,4000
35636,3,0,7020,0,4824.891699,0,10800,1044.891699,11000,3000,0,5000
35640,3,0,37700,0,13035.04786,0,25200,25535.04786,606000,78000,0,17000
35643,3,0,31200,0,21044.5117,0,38400,13844.5117,460000,23000,10000,27000
35647,3,30000,0,0,7241.486165,16000,19200,2041.486165,325000,5000,6000,30000
35676,2,0,25740,0,7144.356316,0,22800,10084.35632,171500,39500,0,27000
35679,2,0,14950,0,9735.437549,0,19800,4885.437549,190000,104500,0,4200
35682,2,38000,13900,0,4033.188932,1000,40000,14933.18893,156000,4000,0,9000
35712,4,0,5460,16000,15600,0,27600,9460,465000,10000,0,28000
35718,3,0,19027,0,4800,0,21600,2227,200400,20000,0,10000
35728,2,36556,-4200,0,14453.93202,0,28488,18321.93202,2500,6500,0,13000
35735,2,51200,0,0,15050.79178,0,42000,24250.79178,310000,102500,0,30000
35788,2,58000,0,0,5447.184174,0,22800,40647.18417,301000,78000,0,45000
35812,4,45000,0,0,82.97233,600,23220,21262.97233,2000,10000,0,8000
35862,4,15000,14300,0,9012.335825,0,18150,20162.33583,227500,30000,0,30000
35899,4,25700,14950,0,46.51991927,0,21420,19276.51992,5000,20606.67867,0,8000
35968,3,0,18174,0,21063.77864,1000,30000,8237.77864,610000,80000,0,21000
36010,4,23000,8800,8000,6574.670243,0,35700,10674.67024,257762.895,30448.20761,0,10000
36067,4,14000,16800,1700,5173.375485,5000,22800,9873.375485,153053.6359,45000,0,25000
36073,4,0,24180,0,9440.737794,0,20400,13220.73779,95000,11101.26636,4400,5000
36106,5,13000,13884,0,8903.282209,0,20700,15087.28221,177500,24500,0,10000
36120,5,37780,0,0,6167.890631,7000,23800,13147.89063,69500,17000,4000,24000
36130,2,30500,0,0,6016.594466,9000,30000,-2483.405534,203000,2000,0,40000
36131,2,36000,6500,0,4181.897864,1000,21600,24081.89786,205000,8000,146000,12000
36142,2,0,14170,0,0,0,13680,490,1000,0,0,55000
36146,2,0,0,25000,3007.602143,500,35000,-7492.397857,266000,5861.991353,106000,15000
36148,2,0,12051,0,12043.99874,0,21000,3094.998735,81000,5302.820236,0,10500
36156,3,0,47000,0,14581.07233,0,32400,29181.07233,410000,110000,0,70000
36161,2,20800,0,0,7282.97233,0,19200,8882.97233,72000,10000,0,4500
36162,2,0,16640,0,13148.4667,0,26400,3388.466699,275500,78000,0,7000
36163,2,30000,0,61400,47154.46631,25000,49000,64554.46631,1681000,130000,40000,55000
36164,2,22100,0,0,6028.395927,0,24000,4128.395927,100000,3422.336944,0,15000
36186,4,0,7800,0,848.91699,0,3000,5648.91699,60000,30000,0,100
36249,4,0,15600,0,1928.088992,0,7800,9728.088992,100000,15437.55517,0,1200
36250,4,27100,-200,0,2734.701699,1300,27100,1234.701699,202000,13000,0,16000
36311,4,18000,0,0,6044.805058,3000,16800,4244.805058,231000,5400,0,14000
36321,4,26000,2600,0,9994.155252,15000,21200,2394.155252,251200,23400,0,26000
36333,3,18000,0,0,3833.912152,0,18200,3633.912152,175000,4087.16398,0,15000
36376,2,0,29900,0,6024.891699,0,30000,5924.891699,165000,3000,0,25000
36378,2,18000,0,30000,8482.97233,21000,68400,-32917.02767,552000,70000,0,31000
36391,2,0,18850,20000,32720.47141,0,26000,45570.47141,1420000,312232.1714,20000,50000
36398,2,32500,26663,0,12.4458495,0,25400,33775.44585,2000,1500,0,35000
36399,2,23000,0,0,9614.935019,0,24000,8614.935019,100200,1800,0,5000
36403,1,0,12844,0,0,0,13440,-596,3000,5000,0,16500
36406,1,27500,0,0,4246.150968,350,25800,5596.150968,140000,5562.211854,0,29500
36407,1,0,16614,0,5541.285427,0,15000,7155.285427,191500,17028.01733,0,5000
36409,1,40750,0,0,4224.891699,9000,30850,5124.891699,134000,3000,0,33000
36415,1,7000,0,14500,4865.948183,300,26400,-334.0518168,133500,15448.21396,12500,14400
36420,1,38000,8100,0,6557.647427,10000,29200,13457.64743,226000,19000,150,31000
36427,2,40302.27985,0,13427.18336,8431.153718,700,40152.27985,21308.33708,303000,41260.77564,38400,22000
36443,2,27700,0,0,8637.68911,1400,31830,3107.68911,181580,32829.65674,0,26000
36450,2,31250,0,0,8818.506165,2000,26100,11968.50617,1201000,25000,20000,12000
36492,2,0,16510,0,7499.982942,0,16800,7209.982942,102000,36154.57612,0,19500
36494,2,0,9750,0,8408.297233,0,16200,1958.297233,127000,1000,0,5000
36505,4,0,6318,0,600,0,3000,3918,50000,0,0,500
36522,4,34000,0,1000,11918.06763,12000,19800,15118.06763,777000,62310.87831,0,35000
36524,4,32450,23400,0,6091.269563,2000,28050,31891.26956,202000,11000,0,25000
36536,4,0,14950,0,3600,0,16800,1750,1000,0,0,2000
36544,4,22100,5200,5000,8072.658498,2000,80050,-41677.3415,413336.0573,2730.849861,0,16000
36567,4,0,10010,0,7200,0,12000,5210,401000,0,0,500
36595,4,17000,0,0,6114.305,1000,18200,3914.305,251000,0,1500,14000
36596,4,0,7085,0,0,0,6084,1001,100,0,0,1500
36597,4,0,26000,0,4476.406977,600,11400,18476.40698,136000,19643.67427,0,16300
36641,4,0,6708,0,0,0,7800,-1092,2000,0,0,3000
36697,2,17000,2860,18000,279.363495,1000,21600,15539.3635,11000,20000,0,110000
36774,3,6000,0,0,0,0,4068,1932,800,0,0,5000
36822,5,13000,0,0,1241.486165,0,13200,1041.486165,40300,5000,0,13000
36849,5,0,9750,0,941.486165,0,9300,1391.486165,150,5000,0,3000
36876,5,12000,0,0,0,0,14760,-2760,1000,0,0,17000
36883,5,15000,0,0,930.7222524,0,14450,1480.722252,246500,2800,27000,12000
36890,5,0,7150,0,1800,0,7800,1150,60150,0,0,5000
36891,5,13000,0,0,4341.486165,0,16300,1041.486165,191500,5000,0,13000
36893,5,18000,0,5000,3891.269563,0,19400,7491.269563,470000,11002,0,40000
37001,3,15904.76523,38350,0,9764.26233,0,31504.76523,32514.26233,315000,20000,4000,27000
37011,4,42300,6000,0,16073.77703,19000,48000,-2626.222975,367500,29510.81251,38000,26000
37026,3,12000,0,0,6107.864029,0,14400,3707.864029,500,13000,300,2450
37042,3,45000,0,0,11302.88585,1000,29800,25502.88585,255000,122986.2346,800,32000
37067,2,13000,0,0,11964.59643,1600,22900,464.5964337,432000,128307.4049,0,11500
37073,2,19500,0,35000,10924.8917,0,40900,24524.8917,2620000,3000,0,50000
37115,3,13500,0,4500,3990.686262,500,17500,3990.686262,110000,39000,0,11000
37286,4,29500,0,0,8273.017277,0,26400,11373.01728,157000,20500,5200,19000
37287,4,13650,0,0,1128.404984,0,11580,3198.404984,1000,40311.40727,0,2000
37294,4,13650,0,0,8.297233,0,14400,-741.702767,1000,1000,0,6000
37299,4,24300,0,0,3624.478704,0,15600,12324.4787,1000,2950.224925,0,5000
37456,3,56000,0,0,20407.43083,800,56200,19407.43083,381000,25000,0,14000
37459,3,33000,0,0,8424.891699,100,20400,20924.8917,100,3000,0,3000
37465,3,43000,0,0,522.737233,0,19200,24322.73723,13500,1000,12000,30000
37504,1,0,35360,24000,23576.3457,10000,61400,11536.3457,520000,137000,0,14000
37521,2,21600,0,0,8582.398495,0,19200,10982.3985,202500,15000,62000,15000
37621,1,13000,15600,0,10631.83984,0,32400,6831.839844,487000,33151.95462,40000,55000
37638,1,0,10400,0,37.87685958,0,11400,-962.1231404,500,4564.998908,0,3000
37665,2,27000,6500,0,1490.375409,0,19200,15790.37541,252000,406.8113601,100000,30000
37677,5,0,22750,15000,7224.891699,0,27600,17374.8917,206000,3000,0,13000
37721,3,0,16588,0,7851.296165,750,26700,-3010.703835,430000,15000,0,28000
37767,3,0,9100,0,7266.377864,0,15600,766.377864,150700,8000,0,7000
37808,3,0,0,60000,7937.822237,0,25800,42137.82224,906500,17610.62628,0,15700
37810,3,0,500,0,3300,0,5700,-1900,93743.3,0,0,250
37929,1,0,8658,0,4220.743083,0,12600,278.7430825,62000,2500,0,7000
37930,1,19000,47840,0,8855.425665,11430,43900,20365.42567,385000,34500,0,62000
38014,2,29000,0,0,3110.778281,-1500,10200,23410.77828,102000,13351.23177,0,23000
38016,2,15600,0,0,9832.322524,200,21600,3632.322524,123000,28000,0,10500
38018,2,0,24310,0,6644.511699,7000,21600,2354.511699,129000,23000,0,18000
38095,1,17000,0,0,3956.106539,6000,10950,4006.106539,112000,13757.2653,0,28000
38106,2,0,26650,0,10437.28874,150,27600,9337.288743,156000,43500,0,16000
38112,2,32400,0,0,8102.572864,0,29400,11102.57286,214000,23000,4000,41000
38118,2,0,20800,0,17566.75063,5200,26500,6666.750631,523000,77000,0,17000
38121,2,0,35500,0,10192.34913,0,32500,13192.34913,367700,32000,0,12000
38128,2,38000,0,0,0,7190,12600,18210,0,0,0,8000
38135,2,9000,28600,0,13482.97233,9200,20400,21482.97233,400300,10000,9200,11000
38153,2,39880,15136,0,9240.902864,0,27600,36656.90286,203000,33000,0,35000
38160,2,0,12150,0,2400,0,13200,1350,26900,0,0,5000
38161,2,0,0,0,82739.74976,0,56400,26339.74976,220000,53700,0,100500
38169,2,0,21840,0,7297.740281,0,13200,15937.74028,405000,127879.8603,0,23000
38175,2,10500,0,15000,6124.458495,0,15600,16024.4585,105000,15000,0,6000
38177,2,0,20553,0,224.025291,2500,17160,1117.025291,2000,27000,0,8000
38183,2,40600,0,0,9196.256293,6000,27600,16196.25629,232500,13276.26843,30000,36000
38194,2,0,7008,0,8554.698947,0,13200,2362.698947,70200,17074.37146,0,11000
38230,4,0,7800,0,633.188932,0,5400,3033.188932,20000,4000,0,2000
38255,3,13000,0,0,9800.539782,0,21600,1200.539782,183500,10500,0,17000
38258,3,19500,0,3000,6016.594466,0,22800,5716.594466,151000,2000,0,5000
38261,4,0,16900,0,4286.581415,0,18600,2586.581415,90000,10434.97456,0,8000
38272,3,0,15600,0,10061.98699,0,19300,6361.98699,672500,100000,120000,11000
38316,2,0,0,55000,9806.347845,2180,33600,29026.34785,390000,11200,0,5000
38319,2,23000,0,0,5938.267015,3000,16800,9138.267015,250000,41500,0,14000
38329,2,0,11050,0,22632.02233,0,18000,15682.02233,552000,60000,0,10000
38330,2,12000,7000,0,58.080631,2000,18000,-941.919369,1000,7000,0,6000
38349,2,0,16900,0,11943.64529,1000,23100,4743.645291,224000,47000,0,21000
38362,2,0,22100,0,8181.11585,0,18000,12281.11585,260000,71500,0,15000
38409,1,26536,0,0,6321.969325,9660,23536,-338.0306749,27400,14700,9500,22000
38426,1,0,8970,15000,7522.402529,0,17100,14392.40253,405000,2700,0,11000
38431,1,0,25090,0,7209.95668,0,21600,10699.95668,352000,1200,0,11500
38473,1,0,12350,0,12005.36172,0,22800,1555.361724,301500,646.2062208,0,3000
38481,2,0,12350,0,644.511699,0,12000,994.511699,1000,23000,0,1000
38489,2,27077.69344,0,0,4858.95542,1500,26977.69344,3458.95542,111000,7105.431366,0,12000
